latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
39.93546,-3.74398,301.12,0.45,0.39,2022-07-01,224,N,VIIRS,n,2,289.25,0.84,N,2
39.93785,-3.74533,308.41,0.45,0.39,2022-07-01,224,N,VIIRS,n,2,289.54,1.67,N,2
39.93896,-3.74284,301.26,0.45,0.39,2022-07-01,224,N,VIIRS,n,2,289.08,0.84,N,0
40.01023,-3.90084,299.94,0.45,0.39,2022-07-01,224,N,VIIRS,n,2,289.82,0.54,N,2
41.17016,-7.89123,295.93,0.39,0.36,2022-07-01,224,N,VIIRS,n,2,283.66,0.38,N,0
41.47591,-1.48889,298.57,0.52,0.42,2022-07-01,224,N,VIIRS,n,2,285.45,0.65,N,2
41.52939,1.80872,297.75,0.49,0.48,2022-07-01,224,N,VIIRS,n,2,287.69,0.63,N,2
41.70037,-8.7117,297.25,0.4,0.37,2022-07-01,224,N,VIIRS,n,2,287.12,0.42,N,0
42.8142,-1.74022,301.1,0.48,0.4,2022-07-01,224,N,VIIRS,n,2,282.79,1.05,N,2
42.9851,-9.08779,298.15,0.41,0.37,2022-07-01,224,N,VIIRS,n,2,285.57,0.86,N,2
43.2238,-2.8771,298.85,0.44,0.38,2022-07-01,224,N,VIIRS,n,2,282.85,0.42,N,0
43.34566,-8.43683,298.23,0.4,0.37,2022-07-01,224,N,VIIRS,n,2,285.01,0.65,N,2
43.5258,-5.72772,323.64,0.39,0.36,2022-07-01,224,N,VIIRS,n,2,285.88,1.7,N,2
43.52657,-5.73244,299.56,0.39,0.36,2022-07-01,224,N,VIIRS,n,2,285.64,0.7,N,2
43.52984,-5.73143,304.92,0.39,0.36,2022-07-01,224,N,VIIRS,n,2,284.23,0.7,N,2
43.53939,-5.8325,314.77,0.39,0.36,2022-07-01,224,N,VIIRS,n,2,285.08,1.77,N,2
43.5538,-5.85776,298.85,0.38,0.36,2022-07-01,224,N,VIIRS,n,2,284.67,0.67,N,2
36.12843,1.24173,302.15,0.61,0.54,2022-07-01,225,N,VIIRS,n,2,290.36,1.66,N,2
36.59783,2.87693,298.77,0.36,0.58,2022-07-01,225,N,VIIRS,n,2,288.22,0.57,N,2
36.71404,-4.33217,302.06,0.48,0.4,2022-07-01,225,N,VIIRS,n,2,291.75,0.57,N,2
37.17785,-6.89389,315.69,0.4,0.37,2022-07-01,225,N,VIIRS,n,2,291.06,2.02,N,0
37.36089,-5.86497,313.27,0.42,0.37,2022-07-01,225,N,VIIRS,n,2,292.63,1.14,N,2
38.37927,-6.48341,303.05,0.4,0.37,2022-07-01,225,N,VIIRS,n,2,289.27,0.75,N,2
38.5018,-8.93677,327.95,0.39,0.36,2022-07-01,225,N,VIIRS,n,2,290.53,3.19,N,2
38.54303,-6.24788,298.85,0.4,0.37,2022-07-01,225,N,VIIRS,n,2,287.57,0.34,N,0
38.63148,-9.07765,302.91,0.39,0.36,2022-07-01,225,N,VIIRS,n,2,289.71,0.85,N,2
38.66633,-4.04971,296.98,0.46,0.39,2022-07-01,225,N,VIIRS,n,2,286.32,0.59,N,2
38.89759,-3.71629,302.29,0.47,0.4,2022-07-01,225,N,VIIRS,n,2,286.69,0.53,N,0
38.92234,-9.00928,300.6,0.39,0.36,2022-07-01,225,N,VIIRS,n,2,289.85,0.72,N,2
40.28979,-8.42034,298.17,0.39,0.36,2022-07-01,225,N,VIIRS,n,2,287.01,0.7,N,2
38.5166,-5.17481,339.67,0.74,0.76,2022-07-01,1206,N,VIIRS,n,2,307.15,4.76,D,0
38.52262,-5.17365,338.41,0.74,0.76,2022-07-01,1206,N,VIIRS,n,2,306.03,6.02,D,0
39.5861,-2.06749,357.2,0.49,0.65,2022-07-01,1206,N,VIIRS,l,2,299.79,5.13,D,0
39.58767,-2.06215,349.28,0.49,0.65,2022-07-01,1206,N,VIIRS,n,2,300.17,5.13,D,0
39.58923,-2.0568,337.34,0.49,0.65,2022-07-01,1206,N,VIIRS,n,2,300.32,6.31,D,0
39.5918,-2.07025,338.67,0.49,0.65,2022-07-01,1206,N,VIIRS,n,2,299.37,5.13,D,0
39.14772,-5.86479,332.52,0.76,0.77,2022-07-01,1207,N,VIIRS,l,2,305.02,3.46,D,0
41.82169,3.0287,345.4,0.48,0.48,2022-07-01,1207,N,VIIRS,l,2,318.38,163.12,D,0
41.8231,3.03471,342.33,0.48,0.48,2022-07-01,1207,N,VIIRS,n,2,302.25,26.58,D,0
41.82478,3.02185,355.39,0.48,0.48,2022-07-01,1207,N,VIIRS,n,2,295.47,36.15,D,0
42.55553,-2.61999,333.03,0.43,0.62,2022-07-01,1207,N,VIIRS,n,2,300.5,2.24,D,0
43.52304,-5.73147,325.6,0.55,0.68,2022-07-01,1208,N,VIIRS,l,2,297.34,6.07,D,2
38.50286,-8.93425,332.73,0.44,0.39,2022-07-01,1347,N,VIIRS,l,2,307.23,2.08,D,2
38.74939,-9.32307,345.81,0.43,0.38,2022-07-01,1347,N,VIIRS,n,2,308.56,67.53,D,0
38.74969,-9.32049,343.45,0.43,0.38,2022-07-01,1347,N,VIIRS,n,2,304.82,61.65,D,0
38.75257,-9.32615,306.91,0.43,0.38,2022-07-01,1347,N,VIIRS,l,2,309.25,36.74,D,0
38.7529,-9.32379,367.0,0.43,0.38,2022-07-01,1347,N,VIIRS,h,2,345.08,67.53,D,0
38.7532,-9.32123,367.0,0.43,0.38,2022-07-01,1347,N,VIIRS,h,2,334.17,61.65,D,0
38.7535,-9.31887,336.53,0.43,0.38,2022-07-01,1347,N,VIIRS,n,2,304.28,42.46,D,0
38.7564,-9.3245,351.23,0.43,0.38,2022-07-01,1347,N,VIIRS,n,2,319.97,37.88,D,0
40.74073,-6.41366,349.22,0.4,0.44,2022-07-01,1347,N,VIIRS,n,2,317.4,8.1,D,0
41.81846,3.02582,334.61,0.62,0.71,2022-07-01,1347,N,VIIRS,n,2,293.63,42.85,D,0
41.81857,3.03354,335.23,0.62,0.71,2022-07-01,1347,N,VIIRS,n,2,295.76,42.85,D,0
41.8202,3.02287,346.24,0.62,0.71,2022-07-01,1347,N,VIIRS,n,2,294.54,13.28,D,0
41.82026,3.03085,356.39,0.62,0.71,2022-07-01,1347,N,VIIRS,n,2,297.43,20.71,D,0
41.82513,3.02317,343.81,0.62,0.71,2022-07-01,1347,N,VIIRS,n,2,304.93,42.85,D,0
41.82524,3.03069,367.0,0.62,0.71,2022-07-01,1347,N,VIIRS,h,2,298.22,42.85,D,0
41.82689,3.02037,336.82,0.62,0.71,2022-07-01,1347,N,VIIRS,n,2,296.58,68.99,D,0
41.82695,3.02775,367.0,0.62,0.71,2022-07-01,1347,N,VIIRS,h,2,298.6,97.88,D,0
42.45135,-6.03537,337.93,0.43,0.46,2022-07-01,1348,N,VIIRS,n,2,304.73,3.17,D,0
42.63008,2.97533,326.92,0.62,0.71,2022-07-01,1348,N,VIIRS,n,2,294.23,2.53,D,0
43.52391,-5.72964,348.78,0.46,0.47,2022-07-01,1348,N,VIIRS,n,2,304.18,7.51,D,2
43.02381,3.02912,302.87,0.48,0.4,2022-07-02,204,N,VIIRS,n,2,290.31,0.86,N,2
39.9515,-0.00523,304.97,0.42,0.38,2022-07-02,205,N,VIIRS,n,2,294.49,1.32,N,2
41.24276,1.85917,302.71,0.46,0.39,2022-07-02,205,N,VIIRS,n,2,291.29,0.71,N,0
41.31114,1.66373,305.83,0.46,0.39,2022-07-02,205,N,VIIRS,n,2,289.65,1.31,N,2
41.40518,1.99788,311.47,0.47,0.39,2022-07-02,205,N,VIIRS,n,2,290.85,1.76,N,2
41.47537,-1.48526,302.54,0.39,0.36,2022-07-02,205,N,VIIRS,n,2,289.26,0.34,N,2
41.54813,-1.3078,335.37,0.39,0.36,2022-07-02,205,N,VIIRS,n,2,290.89,5.7,N,0
42.81235,-1.74445,304.02,0.38,0.36,2022-07-02,205,N,VIIRS,n,2,284.27,1.18,N,2
42.81563,-1.74349,316.43,0.38,0.36,2022-07-02,205,N,VIIRS,n,2,286.33,1.18,N,2
43.03513,-2.21723,295.81,0.38,0.36,2022-07-02,205,N,VIIRS,n,2,284.72,0.9,N,2
43.03585,-2.22191,311.52,0.38,0.36,2022-07-02,205,N,VIIRS,n,2,285.49,0.9,N,2
43.33101,-5.77503,297.13,0.45,0.39,2022-07-02,205,N,VIIRS,n,2,285.82,0.71,N,2
43.52242,-5.73098,298.81,0.45,0.39,2022-07-02,205,N,VIIRS,n,2,286.44,0.65,N,2
43.52599,-5.73014,308.44,0.45,0.39,2022-07-02,205,N,VIIRS,n,2,287.91,1.0,N,2
43.52958,-5.72932,303.74,0.45,0.39,2022-07-02,205,N,VIIRS,n,2,286.54,1.0,N,2
43.53803,-5.8319,330.65,0.46,0.39,2022-07-02,205,N,VIIRS,n,2,286.76,7.19,N,2
43.54163,-5.83106,330.57,0.46,0.39,2022-07-02,205,N,VIIRS,n,2,288.73,7.19,N,2
43.55221,-5.85809,297.09,0.46,0.39,2022-07-02,205,N,VIIRS,n,2,287.06,0.71,N,2
36.96544,-1.90414,307.56,0.4,0.37,2022-07-02,206,N,VIIRS,n,2,292.26,0.61,N,2
37.35923,-5.86752,308.39,0.41,0.37,2022-07-02,206,N,VIIRS,n,2,295.13,1.2,N,2
38.31806,-0.64609,302.24,0.42,0.38,2022-07-02,206,N,VIIRS,n,2,290.57,0.68,N,0
38.31891,-0.65078,305.45,0.42,0.38,2022-07-02,206,N,VIIRS,n,2,291.0,0.93,N,0
38.32147,-0.64514,300.72,0.42,0.38,2022-07-02,206,N,VIIRS,n,2,290.59,0.61,N,0
38.32233,-0.64981,309.41,0.42,0.38,2022-07-02,206,N,VIIRS,n,2,290.92,0.75,N,0
38.50229,-8.93639,317.05,0.54,0.42,2022-07-02,206,N,VIIRS,n,2,290.72,2.46,N,2
38.50237,-8.93678,315.13,0.54,0.42,2022-07-02,206,N,VIIRS,n,2,290.01,2.58,N,2
38.62936,-9.08104,304.95,0.55,0.43,2022-07-02,206,N,VIIRS,n,2,290.04,1.13,N,2
38.93997,-6.43969,323.91,0.43,0.38,2022-07-02,206,N,VIIRS,n,2,291.41,1.71,N,0
39.93526,-3.74326,306.75,0.39,0.36,2022-07-02,206,N,VIIRS,n,2,292.92,0.94,N,2
40.01042,-3.90254,304.84,0.39,0.36,2022-07-02,206,N,VIIRS,n,2,293.45,0.46,N,2
40.74152,-6.41453,342.36,0.45,0.39,2022-07-02,206,N,VIIRS,n,2,285.78,6.1,N,0
36.93037,-6.06835,303.07,0.41,0.37,2022-07-02,207,N,VIIRS,n,2,291.08,0.5,N,0
37.17768,-6.89464,305.72,0.43,0.38,2022-07-02,207,N,VIIRS,n,2,293.35,1.72,N,0
41.90294,2.79594,353.68,0.41,0.61,2022-07-02,1148,N,VIIRS,n,2,302.35,5.13,D,0
41.90633,2.79568,339.47,0.41,0.61,2022-07-02,1148,N,VIIRS,n,2,299.36,3.32,D,0
37.9337,-4.46801,340.31,0.43,0.38,2022-07-02,1327,N,VIIRS,l,2,314.0,5.5,D,0
38.18402,-0.98504,341.34,0.4,0.44,2022-07-02,1327,N,VIIRS,n,2,302.31,1.98,D,0
38.50213,-8.93308,334.49,0.39,0.36,2022-07-02,1328,N,VIIRS,l,2,304.49,4.0,D,2
40.57269,-7.20269,347.45,0.39,0.36,2022-07-02,1328,N,VIIRS,n,2,320.16,17.32,D,0
40.57335,-7.19808,367.0,0.39,0.36,2022-07-02,1328,N,VIIRS,h,2,325.19,17.32,D,0
40.57601,-7.20351,351.93,0.39,0.36,2022-07-02,1328,N,VIIRS,l,2,327.81,17.32,D,0
40.57666,-7.1989,353.97,0.39,0.36,2022-07-02,1328,N,VIIRS,l,2,339.87,17.32,D,0
40.57732,-7.19429,367.0,0.39,0.36,2022-07-02,1328,N,VIIRS,l,2,330.93,52.59,D,0
40.57933,-7.20433,367.0,0.39,0.36,2022-07-02,1328,N,VIIRS,l,2,329.89,70.21,D,0
40.57998,-7.19971,367.0,0.39,0.36,2022-07-02,1328,N,VIIRS,h,2,351.99,70.21,D,0
40.58064,-7.1951,367.0,0.39,0.36,2022-07-02,1328,N,VIIRS,h,2,353.42,67.09,D,0
40.58129,-7.19051,340.43,0.39,0.36,2022-07-02,1328,N,VIIRS,n,2,310.53,67.09,D,0
40.58265,-7.20513,343.47,0.39,0.36,2022-07-02,1328,N,VIIRS,n,2,315.26,70.21,D,0
40.5833,-7.20052,367.0,0.39,0.36,2022-07-02,1328,N,VIIRS,h,2,364.55,70.21,D,0
40.58396,-7.19591,367.0,0.39,0.36,2022-07-02,1328,N,VIIRS,h,2,366.23,67.09,D,0
40.58461,-7.19133,344.8,0.39,0.36,2022-07-02,1328,N,VIIRS,n,2,309.72,67.09,D,0
41.90263,2.79355,332.77,0.34,0.56,2022-07-02,1328,N,VIIRS,n,2,299.72,2.89,D,0
43.465,1.90578,367.0,0.32,0.55,2022-07-02,1329,N,VIIRS,h,2,306.54,7.88,D,0
43.46712,1.90284,347.78,0.32,0.55,2022-07-02,1329,N,VIIRS,n,2,304.95,12.93,D,0
43.46733,1.90684,367.0,0.32,0.55,2022-07-02,1329,N,VIIRS,h,2,305.31,12.93,D,0
43.46986,1.90134,341.53,0.32,0.55,2022-07-02,1329,N,VIIRS,n,2,300.62,7.42,D,0
43.47009,1.90531,367.0,0.32,0.55,2022-07-02,1329,N,VIIRS,h,2,305.06,7.42,D,0
43.93645,1.49951,308.97,0.4,0.37,2022-07-03,145,N,VIIRS,n,2,285.05,0.83,N,0
40.57746,0.54261,305.65,0.4,0.37,2022-07-03,146,N,VIIRS,n,2,292.81,0.56,N,2
41.31149,1.66114,316.19,0.39,0.36,2022-07-03,146,N,VIIRS,n,2,292.63,1.62,N,2
41.40583,1.99609,314.11,0.38,0.36,2022-07-03,146,N,VIIRS,n,2,293.49,1.43,N,0
41.69766,-8.71274,298.13,0.33,0.55,2022-07-03,146,N,VIIRS,n,2,287.26,0.17,N,0
42.81528,-1.7442,301.82,0.48,0.4,2022-07-03,146,N,VIIRS,n,2,288.49,0.72,N,2
43.02445,3.02791,303.51,0.38,0.36,2022-07-03,146,N,VIIRS,n,2,292.17,0.72,N,2
43.03409,-2.21946,310.56,0.5,0.41,2022-07-03,146,N,VIIRS,n,2,287.06,1.39,N,2
38.49968,-8.93427,307.49,0.63,0.54,2022-07-03,147,N,VIIRS,n,2,287.43,1.57,N,2
38.50085,-8.93321,304.25,0.63,0.54,2022-07-03,147,N,VIIRS,n,2,287.07,2.7,N,2
40.58884,-7.17363,301.65,0.53,0.5,2022-07-03,147,N,VIIRS,n,2,287.83,2.31,N,0
40.59562,-7.17971,327.9,0.54,0.5,2022-07-03,147,N,VIIRS,n,2,288.74,4.54,N,0
40.59608,-7.18617,314.1,0.54,0.51,2022-07-03,147,N,VIIRS,n,2,287.07,4.62,N,0
40.59869,-7.1787,337.74,0.54,0.5,2022-07-03,147,N,VIIRS,n,2,289.72,8.42,N,0
40.59919,-7.18509,338.26,0.54,0.5,2022-07-03,147,N,VIIRS,n,2,288.46,8.42,N,0
40.6003,-7.17903,331.48,0.54,0.5,2022-07-03,147,N,VIIRS,n,2,289.04,4.54,N,0
40.60077,-7.18544,320.38,0.54,0.51,2022-07-03,147,N,VIIRS,n,2,287.06,4.62,N,0
40.73996,-6.41445,310.69,0.49,0.49,2022-07-03,147,N,VIIRS,n,2,287.04,1.81,N,0
36.96761,-1.90689,309.58,0.43,0.38,2022-07-03,148,N,VIIRS,n,2,293.97,0.83,N,2
39.72692,-2.40534,337.16,0.39,0.36,2022-07-03,1309,N,VIIRS,l,2,310.06,1.81,D,0
41.31087,1.66355,308.57,0.52,0.41,2022-07-04,127,N,VIIRS,n,2,291.96,1.29,N,2
41.31335,1.66292,310.29,0.52,0.41,2022-07-04,127,N,VIIRS,n,2,293.42,1.52,N,2
42.68242,-8.93124,296.84,0.6,0.71,2022-07-04,127,N,VIIRS,n,2,282.33,0.76,N,0
42.68495,-8.92955,345.28,0.6,0.71,2022-07-04,127,N,VIIRS,n,2,284.05,5.8,N,0
42.68898,-8.92431,298.62,0.6,0.71,2022-07-04,127,N,VIIRS,n,2,283.0,3.53,N,0
42.68905,-8.93115,343.47,0.6,0.71,2022-07-04,127,N,VIIRS,n,2,284.19,7.84,N,0
42.69157,-8.92964,311.55,0.6,0.71,2022-07-04,127,N,VIIRS,n,2,282.82,1.74,N,0
39.37094,-2.02961,338.22,0.5,0.49,2022-07-04,128,N,VIIRS,n,2,289.99,10.29,N,0
39.37142,-2.03542,326.47,0.5,0.49,2022-07-04,128,N,VIIRS,n,2,289.14,9.78,N,0
39.37546,-2.02896,333.52,0.5,0.49,2022-07-04,128,N,VIIRS,n,2,293.89,10.29,N,0
39.37595,-2.03477,327.57,0.5,0.49,2022-07-04,128,N,VIIRS,n,2,290.63,9.78,N,0
40.48956,-3.68154,302.08,0.62,0.54,2022-07-04,128,N,VIIRS,n,2,290.9,0.47,N,0
40.4937,-3.68285,300.93,0.62,0.54,2022-07-04,128,N,VIIRS,n,2,289.0,0.28,N,0
36.59721,2.87852,307.73,0.42,0.38,2022-07-04,129,N,VIIRS,n,2,289.5,1.01,N,2
36.75045,3.08251,307.22,0.42,0.37,2022-07-04,129,N,VIIRS,n,2,293.5,2.41,N,3
37.30486,-5.50421,301.3,0.36,0.58,2022-07-04,129,N,VIIRS,n,2,287.94,0.38,N,0
39.37111,-2.03523,324.41,0.63,0.72,2022-07-04,308,N,VIIRS,n,2,286.55,7.92,N,0
39.37255,-2.03264,367.0,0.63,0.72,2022-07-04,308,N,VIIRS,h,2,289.8,18.77,N,0
39.37735,-2.03193,367.0,0.63,0.72,2022-07-04,308,N,VIIRS,h,2,290.12,7.92,N,0
41.25528,-8.55663,298.06,0.54,0.51,2022-07-04,308,N,VIIRS,n,2,287.6,1.44,N,2
42.6855,-8.92611,344.34,0.48,0.48,2022-07-04,308,N,VIIRS,n,2,285.85,10.26,N,0
42.6897,-8.92402,341.62,0.48,0.48,2022-07-04,308,N,VIIRS,n,2,285.97,6.16,N,0
37.41558,-6.27049,349.0,0.49,0.49,2022-07-04,1250,N,VIIRS,n,2,309.21,2.8,D,0
37.41685,-6.265,356.81,0.49,0.49,2022-07-04,1250,N,VIIRS,l,2,308.76,7.94,D,0
38.45439,-5.66228,352.94,0.44,0.46,2022-07-04,1250,N,VIIRS,l,2,330.52,40.9,D,0
38.45853,-5.66371,367.0,0.44,0.46,2022-07-04,1250,N,VIIRS,h,2,353.39,191.03,D,0
38.45961,-5.65886,341.76,0.44,0.46,2022-07-04,1250,N,VIIRS,n,2,307.88,75.47,D,0
38.50089,-8.93384,330.49,0.32,0.54,2022-07-04,1250,N,VIIRS,n,2,297.14,1.68,D,2
38.14924,-8.02508,340.07,0.6,0.7,2022-07-04,1431,N,VIIRS,n,2,302.58,3.86,D,0
38.62839,-5.89973,337.77,0.78,0.78,2022-07-04,1431,N,VIIRS,n,2,305.53,5.68,D,0
38.63485,-5.91069,349.03,0.78,0.78,2022-07-04,1431,N,VIIRS,n,2,304.09,42.91,D,0
38.63486,-5.9016,356.03,0.78,0.78,2022-07-04,1431,N,VIIRS,n,2,317.8,120.51,D,0
38.63565,-5.90901,348.78,0.78,0.78,2022-07-04,1431,N,VIIRS,n,2,305.21,59.7,D,0
38.63571,-5.89993,367.0,0.78,0.78,2022-07-04,1431,N,VIIRS,h,2,315.92,59.7,D,0
43.27694,3.20771,310.68,0.51,0.5,2022-07-05,108,N,VIIRS,n,2,289.74,1.09,N,0
43.28154,3.20842,302.5,0.51,0.5,2022-07-05,108,N,VIIRS,n,2,290.0,1.09,N,0
43.40817,-3.84279,307.99,0.58,0.7,2022-07-05,108,N,VIIRS,n,2,284.33,1.38,N,2
43.41017,-3.83965,303.09,0.58,0.7,2022-07-05,108,N,VIIRS,n,2,284.22,0.93,N,2
43.41472,-3.84273,295.2,0.58,0.7,2022-07-05,108,N,VIIRS,n,2,284.5,0.52,N,0
39.37381,-2.03115,333.49,0.44,0.63,2022-07-05,109,N,VIIRS,n,2,290.95,3.59,N,0
39.42786,-1.43171,310.06,0.41,0.61,2022-07-05,109,N,VIIRS,n,2,290.8,1.88,N,0
39.43233,-1.40532,338.37,0.41,0.61,2022-07-05,109,N,VIIRS,n,2,291.0,10.12,N,0
39.43257,-1.41038,367.0,0.41,0.61,2022-07-05,109,N,VIIRS,h,2,293.92,10.12,N,0
39.43771,-1.39859,345.57,0.41,0.61,2022-07-05,109,N,VIIRS,n,2,291.95,4.25,N,0
39.43795,-1.40368,345.37,0.41,0.61,2022-07-05,109,N,VIIRS,n,2,293.58,5.33,N,0
39.43819,-1.40885,310.02,0.41,0.61,2022-07-05,109,N,VIIRS,n,2,290.91,5.33,N,0
39.4431,-1.3923,313.02,0.41,0.61,2022-07-05,109,N,VIIRS,n,2,289.68,4.25,N,0
39.44875,-1.39168,305.68,0.41,0.61,2022-07-05,109,N,VIIRS,n,2,289.88,1.8,N,0
39.45044,-1.42691,367.0,0.41,0.61,2022-07-05,109,N,VIIRS,h,2,295.08,9.16,N,0
39.4507,-1.43242,367.0,0.41,0.61,2022-07-05,109,N,VIIRS,h,2,295.56,14.0,N,0
39.45096,-1.43786,324.96,0.41,0.61,2022-07-05,109,N,VIIRS,n,2,291.53,14.0,N,0
39.45121,-1.44313,347.58,0.41,0.61,2022-07-05,109,N,VIIRS,n,2,292.26,4.83,N,0
39.45146,-1.44834,349.53,0.41,0.61,2022-07-05,109,N,VIIRS,n,2,291.53,4.83,N,0
39.45605,-1.4251,309.83,0.41,0.61,2022-07-05,109,N,VIIRS,n,2,291.95,9.16,N,0
39.45686,-1.44211,303.33,0.41,0.61,2022-07-05,109,N,VIIRS,n,2,290.89,4.83,N,0
39.45712,-1.44745,310.88,0.41,0.61,2022-07-05,109,N,VIIRS,n,2,290.78,4.83,N,0
39.46167,-1.42343,302.63,0.41,0.61,2022-07-05,109,N,VIIRS,n,2,290.22,3.07,N,0
39.46222,-1.43484,307.33,0.41,0.61,2022-07-05,109,N,VIIRS,n,2,290.71,2.68,N,0
39.46732,-1.42252,329.55,0.41,0.61,2022-07-05,109,N,VIIRS,n,2,291.9,3.07,N,0
39.46758,-1.42775,330.88,0.41,0.61,2022-07-05,109,N,VIIRS,n,2,293.14,2.68,N,0
39.46784,-1.43315,305.72,0.41,0.61,2022-07-05,109,N,VIIRS,n,2,290.74,2.68,N,0
39.43719,-1.39998,300.83,0.39,0.6,2022-07-05,249,N,VIIRS,n,2,267.83,0.87,N,0
39.44791,-1.43893,300.84,0.39,0.59,2022-07-05,249,N,VIIRS,n,2,272.55,1.18,N,0
39.44909,-1.4432,305.58,0.39,0.59,2022-07-05,249,N,VIIRS,n,2,273.98,1.18,N,0
39.45026,-1.44746,317.69,0.39,0.59,2022-07-05,249,N,VIIRS,n,2,275.28,2.52,N,0
39.45102,-1.42878,302.67,0.39,0.6,2022-07-05,249,N,VIIRS,n,2,270.12,0.99,N,0
39.45216,-1.4329,298.34,0.39,0.59,2022-07-05,249,N,VIIRS,n,2,272.55,0.99,N,0
39.45329,-1.43702,299.2,0.39,0.59,2022-07-05,249,N,VIIRS,n,2,275.62,1.33,N,0
39.45444,-1.4412,304.35,0.39,0.59,2022-07-05,249,N,VIIRS,n,2,276.8,1.33,N,0
39.4556,-1.44542,307.2,0.39,0.59,2022-07-05,249,N,VIIRS,n,2,277.75,1.99,N,0
39.46629,-1.41989,296.4,0.39,0.6,2022-07-05,249,N,VIIRS,n,2,267.66,1.82,N,0
39.46748,-1.42425,331.85,0.39,0.6,2022-07-05,249,N,VIIRS,n,2,270.21,5.97,N,0
39.46864,-1.4285,346.37,0.39,0.59,2022-07-05,249,N,VIIRS,n,2,273.87,5.97,N,0
39.46981,-1.43277,302.56,0.39,0.59,2022-07-05,249,N,VIIRS,n,2,276.01,4.4,N,0
39.93736,-3.74536,302.77,0.58,0.52,2022-07-05,249,N,VIIRS,n,2,290.99,1.27,N,2
42.79775,-5.62109,295.37,0.41,0.45,2022-07-05,249,N,VIIRS,n,2,285.37,0.55,N,0
38.50217,-8.93741,322.31,0.53,0.42,2022-07-05,250,N,VIIRS,n,2,290.46,2.49,N,2
38.50315,-8.93549,317.8,0.53,0.42,2022-07-05,250,N,VIIRS,n,2,290.35,2.04,N,2
38.6283,-9.07602,310.88,0.52,0.41,2022-07-05,250,N,VIIRS,n,2,290.42,1.47,N,2
38.92234,-9.01303,303.53,0.52,0.41,2022-07-05,250,N,VIIRS,n,2,290.66,1.24,N,2
39.37318,-2.03083,344.26,0.37,0.58,2022-07-05,250,N,VIIRS,n,2,290.39,3.4,N,0
36.10565,2.05132,350.93,0.53,0.42,2022-07-05,1230,N,VIIRS,n,2,306.25,11.75,D,0
36.54768,2.98117,337.54,0.47,0.4,2022-07-05,1230,N,VIIRS,n,2,307.04,2.15,D,0
36.60014,3.13781,332.26,0.46,0.39,2022-07-05,1230,N,VIIRS,l,2,307.24,2.2,D,2
37.39935,-5.87897,340.45,0.42,0.61,2022-07-05,1231,N,VIIRS,n,2,305.93,3.79,D,0
37.91426,-1.30896,356.26,0.47,0.48,2022-07-05,1231,N,VIIRS,n,2,300.76,7.33,D,0
37.91854,-1.31042,346.09,0.47,0.48,2022-07-05,1231,N,VIIRS,n,2,298.26,7.33,D,0
38.72888,-6.38896,334.81,0.41,0.6,2022-07-05,1231,N,VIIRS,l,2,309.64,2.37,D,0
38.73041,-6.39063,340.57,0.41,0.6,2022-07-05,1231,N,VIIRS,n,2,309.71,1.99,D,0
38.75141,-6.48135,336.33,0.41,0.61,2022-07-05,1231,N,VIIRS,l,2,310.55,2.19,D,0
39.37201,-2.03034,338.19,0.47,0.48,2022-07-05,1231,N,VIIRS,n,2,308.12,2.29,D,0
39.37337,-2.02811,342.28,0.47,0.48,2022-07-05,1231,N,VIIRS,n,2,308.91,3.15,D,0
40.22301,-3.01294,355.76,0.51,0.49,2022-07-05,1232,N,VIIRS,n,2,320.54,30.81,D,0
40.22427,-3.00758,352.14,0.51,0.49,2022-07-05,1232,N,VIIRS,n,2,321.48,30.81,D,0
40.22555,-3.00215,347.28,0.5,0.49,2022-07-05,1232,N,VIIRS,n,2,311.68,88.5,D,0
40.22615,-3.01997,341.18,0.51,0.49,2022-07-05,1232,N,VIIRS,l,2,311.99,13.67,D,0
40.22747,-3.01437,356.04,0.51,0.49,2022-07-05,1232,N,VIIRS,l,2,334.09,30.81,D,0
40.22874,-3.00899,367.0,0.51,0.49,2022-07-05,1232,N,VIIRS,h,2,326.83,30.81,D,0
40.22998,-3.0037,367.0,0.5,0.49,2022-07-05,1232,N,VIIRS,l,2,353.54,88.5,D,0
40.23128,-2.99819,349.05,0.5,0.49,2022-07-05,1232,N,VIIRS,n,2,309.39,88.5,D,0
40.23191,-3.0159,367.0,0.51,0.49,2022-07-05,1232,N,VIIRS,l,2,327.69,59.63,D,0
40.23318,-3.0105,350.21,0.51,0.49,2022-07-05,1232,N,VIIRS,l,2,332.64,59.63,D,0
40.23442,-3.00523,367.0,0.5,0.49,2022-07-05,1232,N,VIIRS,l,2,363.34,169.44,D,0
40.23569,-2.99982,350.61,0.5,0.49,2022-07-05,1232,N,VIIRS,n,2,308.67,169.44,D,0
40.23634,-3.0175,336.14,0.51,0.49,2022-07-05,1232,N,VIIRS,n,2,310.73,59.63,D,0
40.23761,-3.01206,367.0,0.51,0.49,2022-07-05,1232,N,VIIRS,h,2,327.92,59.63,D,0
40.23886,-3.00678,354.42,0.5,0.49,2022-07-05,1232,N,VIIRS,n,2,306.98,169.44,D,0
40.24012,-3.00139,331.63,0.5,0.49,2022-07-05,1232,N,VIIRS,l,2,304.86,169.44,D,0
